Date,Humidity,Temperature
2021-08-24,56.99078431372549,72.61965006729476
2021-08-25,59.519421296296294,72.46741258741258
2021-08-26,60.57334490740741,72.47503373819163
2021-08-27,62.2975,72.4933598937583
2021-08-28,59.069525462962964,72.81184895833333
2021-08-29,57.168194444444445,72.99559585492227
2021-08-30,60.709583333333335,72.59002525252525
2021-08-31,62.01891203703703,72.62944297082228
2021-09-05,59.97403935185185,74.29909677419356
2021-09-06,66.15042824074074,70.58395860284605
2021-09-07,65.97524305555555,64.57174193548387
2021-09-08,75.50763888888889,70.85083655083655
2021-09-09,55.269305555555555,75.6516
2021-09-10,60.85915509259259,75.83932291666666
2021-09-11,58.329930555555556,71.38150064683053
2021-09-12,72.8869212962963,56.869321148825065
2021-09-13,60.220347222222216,76.50157068062826
2021-09-14,60.2262037037037,76.48061224489797
2021-09-15,59.428639534883715,76.16139896373056
2021-09-16,59.67450231481481,76.07268041237114
2021-09-17,62.17793981481481,76.51770700636943
2021-09-18,61.11663194444444,75.90987341772153
2021-09-19,58.95927083333333,75.93256704980843
2021-09-20,60.066504065040654,76.01590612777053
2021-09-21,61.40790509259259,76.33548795944233
2021-09-22,58.789976851851854,76.28863920099874
2021-09-23,57.84900462962963,75.97318652849741
2021-09-24,59.3480787037037,76.33965968586388
2021-09-25,60.053990665110845,77.22151238591917
2021-09-26,57.21152777777778,77.48395378690628
2021-09-27,55.0902662037037,77.262890625
2021-09-28,58.776875000000004,76.69771283354511
2021-09-29,59.96627314814815,76.7106821106821
2021-09-30,57.69971064814815,76.70346598202823
2021-10-05,61.13281068524971,74.30934699103713
2021-10-06,66.32162037037037,70.73152454780362
2021-10-07,74.2008449074074,64.66817010309278
2021-10-08,78.29131944444444,69.67430555555555
2021-10-09,59.598116279069764,76.14061696658098
2021-10-10,57.67584490740741,75.5901935483871
2021-10-11,57.37460023174971,69.59424552429667
2021-10-12,74.21300925925927,56.15348837209303
2021-10-13,59.81239583333334,72.24185750636133
2021-10-14,60.95481481481482,72.33585858585859
2021-10-15,62.15571428571428,72.60811518324607
2021-10-16,62.18788194444445,72.97260812581914
2021-10-17,56.69413194444445,72.80577663671373
2021-10-18,56.822118055555556,72.93798449612403
2021-10-19,57.1527199074074,73.41787072243346
2021-10-20,54.10986111111111,73.61047254150702
2021-10-21,50.15614583333334,73.76658064516128
2021-10-22,55.166932870370374,72.88467532467531
2021-10-23,59.15334490740741,72.79753886010363
2021-10-24,56.123460648148146,72.33854961832061
2021-10-25,54.64313657407407,72.60776439089692
2021-10-26,57.32270833333333,72.50690571049137
2021-10-27,58.916307870370375,72.46375158428391
2021-10-28,56.049618055555555,72.90849673202614
2021-10-29,58.53842592592592,72.62653061224489
2021-10-30,58.71545138888889,72.66315789473684
2021-10-31,55.77832175925926,72.5452196382429
2021-11-05,63.65950231481481,74.3425902864259
2021-11-06,66.73540509259259,70.79974059662776
2021-11-07,75.99184027777777,64.38761408083442
2021-11-08,80.91539351851851,68.69042407660739
2021-11-09,58.61233796296296,76.07810499359795
2021-11-10,54.04440972222223,75.915
2021-11-11,52.87366164542294,70.13354755784061
2021-11-12,76.04512731481482,57.28665803108809
2021-11-13,51.9472337962963,69.69706632653062
2021-11-14,51.85612268518519,69.63966408268733
2021-11-15,51.21508101851852,69.60582901554403
2021-11-16,51.37019675925926,69.98484076433121
2021-11-17,50.11946759259259,69.70657216494845
2021-11-18,52.36934027777778,68.75019011406845
2021-11-19,51.90152777777777,68.96640726329441
2021-11-20,52.01674768518519,69.11494845360825
2021-11-21,51.01514551804424,69.31121251629726
2021-11-22,50.33331018518519,69.49441624365483
2021-11-23,50.44417824074074,69.46578282828283
2021-11-24,50.77943287037037,69.48358974358975
2021-11-25,51.92509259259259,67.79473684210527
2021-11-26,48.641863425925926,68.78575129533678
2021-11-27,52.03295138888889,67.92428571428572
2021-11-28,52.46347222222222,68.28671052631579
2021-11-29,58.55490740740741,67.23199481865285
2021-11-30,74.4608912037037,63.84916559691913
2021-12-05,62.397650462962964,73.91147327249023
2021-12-06,66.48991898148148,70.89349489795919
2021-12-07,77.11935972060536,65.19974358974359
2021-12-08,87.18261574074074,67.17426666666667
2021-12-09,58.74915509259259,75.93192307692308
2021-12-10,53.83979166666667,74.55575221238938
2021-12-11,53.66295480880649,69.54213263979194
2021-12-12,74.74045138888889,56.849673202614376
2021-12-13,75.39672453703703,57.016129032258064
2021-12-14,75.28604166666666,56.90268817204301
2021-12-15,73.49513888888889,57.234201183431956
2021-12-16,72.48922453703705,56.7190414507772
2021-12-17,78.94153935185186,55.29986719787517
2021-12-18,83.27237268518519,55.36607387140903
2021-12-19,83.23651620370372,54.98468244084682
2021-12-20,82.99803240740741,55.18972691807542
2021-12-21,76.12511547344111,62.94920405209841
2021-12-22,64.19528935185186,68.78415716096325
2021-12-23,63.7862962962963,68.58198198198198
2021-12-24,61.004502314814815,68.59204693611473
2021-12-25,57.236180555555556,67.61394169835235
2021-12-26,54.50454861111111,66.8872586872587
2021-12-27,52.42125,65.88414154652686
2021-12-28,55.18943287037037,66.8203026481715
2021-12-29,54.28225694444445,66.75905612244898
2021-12-30,57.48896990740741,67.48064516129033
2021-12-31,55.03858796296296,67.3409622886866
2022-01-01,54.08120370370371,67.06070038910507
2022-01-02,55.714618055555555,78.58158236057069
2022-01-03,61.17305555555555,76.98621586475943
2022-01-04,63.81509259259259,76.76954838709678
2022-01-13,70.96893518518519,70.9280612244898
2022-01-14,72.53724537037037,71.17075
2022-01-15,71.99682870370371,72.40012594458437
2022-01-16,72.44444444444444,72.66370558375634
2022-01-17,73.16957175925926,72.04309677419354
2022-01-18,76.09811342592593,71.43900621118013
2022-01-19,66.36215277777778,76.4802564102564
2022-01-20,63.73929398148148,76.41316129032258
2022-01-21,65.79579861111111,76.34082156611039
2022-01-22,65.69494212962962,76.19059602649007
2022-01-23,65.61486111111111,76.04686299615877
2022-01-24,66.03031250000001,76.41890862944162
2022-01-25,66.53061342592592,76.45400516795866
2022-01-26,65.42171098265896,76.60240506329114
2022-01-27,59.594803240740745,78.76269430051813
2022-01-28,56.951527777777784,78.76340533672173
2022-01-29,56.78712962962963,78.54525641025641
2022-01-30,55.297560975609755,78.39370988446726
2022-01-31,55.53170138888889,78.34678663239075
2022-02-01,58.30331018518518,67.94736147757256
2022-02-02,56.52392609699769,78.83024453024453
2022-02-03,58.59048611111111,77.28488372093024
2022-02-04,63.66493055555556,76.84141025641026
2022-02-13,58.42438576349024,77.81597484276729
2022-02-14,57.417500000000004,78.80585175552666
2022-02-15,55.599467592592596,78.72490470139772
2022-02-16,54.58210220673636,78.9348717948718
2022-02-17,55.310509259259256,79.0425
2022-02-18,56.298472222222216,79.24878671775224
2022-02-19,58.02318287037037,79.13448717948718
2022-02-20,55.499837775202785,78.96792207792208
2022-02-21,57.30405092592592,78.96507115135834
2022-02-22,59.619178240740744,79.38115577889448
2022-02-23,60.60888888888889,78.90910273081924
2022-02-24,61.22466435185185,78.15208877284596
2022-02-25,62.09840092699884,77.1528947368421
2022-02-26,61.85791666666666,77.06644736842105
2022-02-27,59.50966435185185,76.98460543337646
2022-02-28,60.878182870370374,76.49894736842104
2022-03-01,58.864641203703705,66.92687747035573
2022-03-02,58.27271990740741,78.92
2022-03-03,60.09325231481481,76.0455252918288
2022-03-04,63.215127314814815,76.93451327433628
2022-03-13,61.297053140096615,75.38351206434317
2022-03-14,60.578518518518514,76.15346153846153
2022-03-15,61.50981481481482,76.12691823899371
2022-03-16,62.03328703703704,75.52626903553299
2022-03-17,63.07439814814815,75.4325551232166
2022-03-18,64.08907407407408,75.24785894206549
2022-03-19,64.24215277777778,75.36891719745223
2022-03-20,63.77550925925926,75.52815656565657
2022-03-21,64.14793981481482,75.50051413881748
2022-03-22,64.99069444444444,75.34601542416452
2022-03-23,63.5852662037037,74.89999999999999
2022-03-24,62.95420138888889,75.16138364779874
2022-03-25,62.46106481481482,75.87118644067796
2022-03-26,62.778877314814814,75.66266149870802
2022-03-27,62.33077546296296,75.69718309859155
2022-03-28,58.86844907407407,75.42132639791937
2022-03-29,57.01334490740741,73.99115384615385
2022-03-30,60.529270833333335,72.37196870925685
2022-03-31,63.35086805555556,74.25179487179487
2022-04-01,59.09127314814815,66.56998738965952
2022-04-02,58.61222222222222,78.29650711513582
2022-04-03,60.49810185185185,75.39792746113989
2022-04-04,63.925810185185185,75.91790281329924
2022-04-13,63.280601851851856,77.4454081632653
2022-04-14,65.1460648148148,76.72612612612612
2022-04-15,64.70878472222222,76.90503875968992
2022-04-16,61.450891203703705,77.45340909090909
2022-04-17,62.21597222222222,77.1346649484536
2022-04-18,62.04751157407408,77.04734799482536
2022-04-19,62.319409722222225,76.77659297789336
2022-04-20,63.10361111111111,76.55293367346938
2022-04-21,62.36924768518519,76.9173299101412
2022-04-22,60.62203703703704,76.7881074168798
2022-04-23,60.608472222222225,76.64093872229465
2022-04-24,60.28206018518518,76.7639030612245
2022-04-25,60.74496527777778,76.98691232528589
2022-04-26,60.03654692931634,77.06105527638191
2022-04-27,56.21275462962963,76.41313394018205
2022-04-28,52.485625,75.49987063389392
2022-04-29,52.649103585657365,74.64875846501128
2022-05-01,60.15826388888889,68.09607594936709
2022-05-02,58.394375,78.52957393483709
2022-05-03,59.85546296296297,75.21921119592875
2022-05-04,65.8230662020906,75.8124031007752
2022-06-01,64.22885416666666,68.34017857142857
2022-06-02,56.53902777777778,78.83367217280814
2022-06-03,57.58057870370371,75.06781609195401
2022-06-04,66.45387731481482,75.4390243902439
2022-07-01,65.70921296296297,69.54046997389034
2022-07-02,55.84767361111111,78.94980842911878
2022-07-03,60.33607638888889,74.69614906832298
2022-07-04,64.59421296296297,75.5916120576671
2022-08-01,65.77747685185184,69.18764783180026
2022-08-02,54.0527662037037,79.12945736434108
2022-08-03,62.962662037037035,74.7312020460358
2022-08-04,64.30975694444444,75.54866581956799
2022-09-01,66.85168981481482,69.60498721227621
2022-09-02,56.008206018518514,78.85906735751296
2022-09-03,63.58059027777777,74.9233850129199
2022-09-04,64.6747800925926,75.69285714285714
2022-10-01,67.81697916666667,70.0543450064851
2022-10-02,56.70640046296297,78.99393548387097
2022-10-03,64.25648148148149,74.57227214377407
2022-10-04,63.88381944444445,75.75275689223058
2022-11-01,69.37078703703703,71.06508728179551
2022-11-02,57.81444444444445,78.48337730870712
2022-11-03,63.31193287037037,75.08711734693878
2022-11-04,64.17010332950632,76.3096103896104
2022-12-01,69.95614583333334,71.42053915275994
2022-12-02,59.131215277777784,78.66087516087516
2022-12-03,62.02862950058072,75.02581913499344
2022-12-04,63.00770833333334,75.06491002570694
