Date,Light Lux
2021-11-10,6692.291666666667
2021-11-11,1895.7627906976745
2021-11-12,104.66666666666667
2021-11-13,1821.0972222222222
2021-11-14,1821.648148148148
2021-11-15,1817.3935185185185
2021-11-16,1813.226851851852
2021-11-17,1742.361111111111
2021-11-18,1503.5787037037037
2021-11-19,1510.4930555555557
2021-11-20,1510.4398148148148
2021-11-21,1513.4547563805104
2021-11-22,1513.9305555555557
2021-11-23,1461.5162037037037
2021-11-24,1228.9837962962963
2021-11-25,43.761574074074076
2021-11-26,33.41898148148148
2021-11-27,1.6226851851851851
2021-11-28,1.625
2021-11-29,49.817129629629626
2021-11-30,50.3587962962963
2021-12-05,1665.1759259259259
2021-12-06,1915.2523148148148
2021-12-07,0.018648018648018648
2021-12-08,0.45011600928074247
2021-12-09,6609.925925925926
2021-12-10,6616.55787037037
2021-12-11,1874.5439814814815
2021-12-12,104.66666666666667
2021-12-13,95.45833333333333
2021-12-14,86.00231481481481
2021-12-15,83.74537037037037
2021-12-16,59.27546296296296
2021-12-17,34.91898148148148
2021-12-18,0.0
2021-12-19,0.0
2021-12-20,112.13425925925925
2021-12-21,1763.3773148148148
2021-12-22,2532.4861111111113
2021-12-23,2510.277777777778
2021-12-24,2514.152777777778
2021-12-25,2496.377314814815
2021-12-26,2507.462962962963
2021-12-27,2527.0578703703704
2021-12-28,2497.5555555555557
2021-12-29,2501.0300925925926
2021-12-30,2487.7685185185187
2021-12-31,2432.921296296296
2022-01-01,2358.837962962963
2022-01-02,4853.581018518518
2022-01-03,2888.946759259259
2022-01-04,4958.803240740741
2022-01-13,3201.2453703703704
2022-01-14,3212.733796296296
2022-01-15,3180.1296296296296
2022-01-16,3158.9328703703704
2022-01-17,3161.0185185185187
2022-01-18,2532.4930555555557
2022-01-19,2330.9814814814813
2022-01-20,4962.50462962963
2022-01-21,4914.44212962963
2022-01-22,4897.020833333333
2022-01-23,4884.131944444444
2022-01-24,4841.736111111111
2022-01-25,4817.821759259259
2022-01-26,4858.513888888889
2022-01-27,4856.699074074074
2022-01-28,4437.402777777777
2022-01-29,4354.5162037037035
2022-01-30,4272.925754060325
2022-01-31,4406.185185185185
2022-02-01,2390.150462962963
2022-02-02,4357.8912037037035
2022-02-03,3220.3055555555557
2022-02-04,4965.425925925926
2022-02-13,3547.4321839080458
2022-02-14,3668.340277777778
2022-02-15,3487.928240740741
2022-02-16,2791.9348837209304
2022-02-17,2933.7726218097446
2022-02-18,2897.3425925925926
2022-02-19,2971.803240740741
2022-02-20,2938.178240740741
2022-02-21,2826.1180555555557
2022-02-22,3090.1875
2022-02-23,3266.2361111111113
2022-02-24,3285.997685185185
2022-02-25,3015.5300925925926
2022-02-26,3126.550925925926
2022-02-27,3109.6689814814813
2022-02-28,2495.321759259259
2022-03-01,2416.909722222222
2022-03-02,2774.5138888888887
2022-03-03,2798.3125
2022-03-04,4985.099537037037
2022-03-13,2676.9444444444443
2022-03-14,2363.821759259259
2022-03-15,2537.6481481481483
2022-03-16,2546.0
2022-03-17,2225.3564814814813
2022-03-18,2184.2083333333335
2022-03-19,2410.212962962963
2022-03-20,2390.921296296296
2022-03-21,2389.537037037037
2022-03-22,2438.7708333333335
2022-03-23,3073.627314814815
2022-03-24,2925.671296296296
2022-03-25,2314.8819444444443
2022-03-26,2339.384259259259
2022-03-27,2984.8518518518517
2022-03-28,2585.347222222222
2022-03-29,1766.875
2022-03-30,1755.9652777777778
2022-03-31,2005.7824074074074
2022-04-01,2562.2800925925926
2022-04-02,3950.2314814814813
2022-04-03,2722.375
2022-04-04,4940.590277777777
2022-04-13,3511.9606481481483
2022-04-14,3493.275462962963
2022-04-15,3424.4791666666665
2022-04-16,3474.428240740741
2022-04-17,3465.2060185185187
2022-04-18,3443.483796296296
2022-04-19,3449.6458333333335
2022-04-20,3432.6296296296296
2022-04-21,3404.886574074074
2022-04-22,3538.1805555555557
2022-04-23,4691.101851851852
2022-04-24,4669.548611111111
2022-04-25,4712.962962962963
2022-04-26,4646.805555555556
2022-04-27,3958.488425925926
2022-04-28,2599.1666666666665
2022-04-29,4467.461206896552
2022-05-01,3088.363425925926
2022-05-02,2638.1203703703704
2022-05-03,2880.2916666666665
2022-05-04,4509.083720930233
2022-06-01,2702.6828703703704
2022-06-02,2596.9768518518517
2022-06-03,2866.185185185185
2022-06-04,3524.0416666666665
2022-07-01,2712.8310185185187
2022-07-02,2883.261574074074
2022-07-03,2791.740740740741
2022-07-04,3491.5671296296296
2022-08-01,2767.0833333333335
2022-08-02,3303.3819444444443
2022-08-03,2636.136574074074
2022-08-04,3527.386574074074
2022-09-01,2768.3541666666665
2022-09-02,3028.222222222222
2022-09-03,2600.141203703704
2022-09-04,3546.8125
2022-10-01,2856.703703703704
2022-10-02,2987.574074074074
2022-10-03,2541.988425925926
2022-10-04,3537.733796296296
2022-11-01,3073.863425925926
2022-11-02,2915.349537037037
2022-11-03,2858.689814814815
2022-11-04,3781.5967741935483
2022-12-01,2996.740740740741
2022-12-02,3842.1319444444443
2022-12-03,2568.118604651163
2022-12-04,3525.199074074074
